match_sequence,match_id,half_sequence,start_position,end_position,pass_frequency
9,3895266,1,Right Wing Back,Center Back,3
9,3895266,1,Right Wing Back,Right Attacking Midfield,5
9,3895266,1,Right Wing Back,Left Defensive Midfield,8
9,3895266,1,Right Wing Back,Right Center Back,7
9,3895266,1,Right Wing Back,Center Forward,2
9,3895266,1,Right Wing Back,Left Attacking Midfield,5
9,3895266,1,Right Wing Back,Saved,1
9,3895266,1,Right Wing Back,Goalkeeper,1
9,3895266,1,Right Defensive Midfield,Right Center Back,10
9,3895266,1,Right Defensive Midfield,Left Attacking Midfield,10
9,3895266,1,Right Defensive Midfield,Right Attacking Midfield,2
9,3895266,1,Right Defensive Midfield,Left Defensive Midfield,23
9,3895266,1,Right Defensive Midfield,Center Back,8
9,3895266,1,Right Defensive Midfield,Left Center Back,10
9,3895266,1,Right Defensive Midfield,Center Forward,2
9,3895266,1,Right Defensive Midfield,Left Wing Back,8
9,3895266,1,Right Defensive Midfield,Right Wing Back,10
9,3895266,1,Right Defensive Midfield,Off T,1
9,3895266,1,Right Center Back,Goalkeeper,1
9,3895266,1,Right Center Back,Left Attacking Midfield,4
9,3895266,1,Right Center Back,Left Center Back,2
9,3895266,1,Right Center Back,Right Defensive Midfield,11
9,3895266,1,Right Center Back,Left Wing Back,2
9,3895266,1,Right Center Back,Left Defensive Midfield,11
9,3895266,1,Right Center Back,Center Back,6
9,3895266,1,Right Center Back,Right Wing Back,8
9,3895266,1,Right Center Back,Right Attacking Midfield,5
9,3895266,1,Goalkeeper,Center Back,2
9,3895266,1,Goalkeeper,Right Center Back,1
9,3895266,1,Goalkeeper,Center Forward,1
9,3895266,1,Center Back,Left Defensive Midfield,10
9,3895266,1,Center Back,Right Center Back,5
9,3895266,1,Center Back,Left Center Back,7
9,3895266,1,Center Back,Right Defensive Midfield,11
9,3895266,1,Center Back,Left Attacking Midfield,4
9,3895266,1,Center Back,Left Wing Back,3
9,3895266,1,Center Back,Right Wing Back,2
9,3895266,1,Center Back,Off T,1
9,3895266,1,Right Attacking Midfield,Right Defensive Midfield,2
9,3895266,1,Right Attacking Midfield,Right Center Back,5
9,3895266,1,Right Attacking Midfield,Right Wing Back,1
9,3895266,1,Right Attacking Midfield,Center Forward,1
9,3895266,1,Right Attacking Midfield,Left Defensive Midfield,2
9,3895266,1,Right Attacking Midfield,Left Attacking Midfield,4
9,3895266,1,Right Attacking Midfield,Goal,1
9,3895266,1,Left Center Back,Left Defensive Midfield,8
9,3895266,1,Left Center Back,Center Forward,1
9,3895266,1,Left Center Back,Right Center Back,3
9,3895266,1,Left Center Back,Center Back,9
9,3895266,1,Left Center Back,Left Wing Back,13
9,3895266,1,Left Center Back,Right Defensive Midfield,10
9,3895266,1,Left Center Back,Left Attacking Midfield,3
9,3895266,1,Left Center Back,Saved,1
9,3895266,2,Center Forward,Right Center Back,2
9,3895266,2,Center Forward,Right Defensive Midfield,2
9,3895266,2,Center Forward,Right Attacking Midfield,1
9,3895266,2,Center Forward,Left Attacking Midfield,3
9,3895266,2,Center Forward,Blocked,1
9,3895266,2,Right Center Back,Right Defensive Midfield,14
9,3895266,2,Right Center Back,Right Wing Back,11
9,3895266,2,Right Center Back,Left Defensive Midfield,6
9,3895266,2,Right Center Back,Center Back,4
9,3895266,2,Right Center Back,Left Center Back,1
9,3895266,2,Right Center Back,Center Forward,2
9,3895266,2,Right Center Back,Left Attacking Midfield,4
9,3895266,2,Right Center Back,Right Attacking Midfield,2
9,3895266,2,Right Center Back,Goalkeeper,1
9,3895266,2,Right Center Back,Blocked,1
9,3895266,2,Right Center Back,Right Wing,1
9,3895266,2,Right Defensive Midfield,Left Defensive Midfield,18
9,3895266,2,Right Defensive Midfield,Right Center Back,10
9,3895266,2,Right Defensive Midfield,Left Attacking Midfield,7
9,3895266,2,Right Defensive Midfield,Right Wing Back,15
9,3895266,2,Right Defensive Midfield,Right Attacking Midfield,6
9,3895266,2,Right Defensive Midfield,Center Forward,2
9,3895266,2,Right Defensive Midfield,Center Back,9
9,3895266,2,Right Defensive Midfield,Left Center Back,2
9,3895266,2,Right Defensive Midfield,Left Back,3
9,3895266,2,Right Defensive Midfield,Left Wing Back,6
9,3895266,2,Right Defensive Midfield,Saved,1
9,3895266,2,Right Defensive Midfield,Right Wing,5
9,3895266,2,Left Defensive Midfield,Left Center Back,3
9,3895266,2,Left Defensive Midfield,Right Center Back,7
9,3895266,2,Left Defensive Midfield,Left Attacking Midfield,10
9,3895266,2,Left Defensive Midfield,Left Wing Back,11
9,3895266,2,Left Defensive Midfield,Right Defensive Midfield,12
9,3895266,2,Left Defensive Midfield,Center Back,12
9,3895266,2,Left Defensive Midfield,Right Wing Back,1
9,3895266,2,Left Defensive Midfield,Left Back,5
9,3895266,2,Left Defensive Midfield,Right Wing,3
9,3895266,2,Left Defensive Midfield,Center Forward,1
9,3895266,2,Left Defensive Midfield,Off T,1
9,3895266,2,Left Back,Center Back,12
9,3895266,2,Left Back,Left Defensive Midfield,7
9,3895266,2,Left Back,Left Wing Back,3
9,3895266,2,Left Back,Goalkeeper,2
9,3895266,2,Left Back,Right Defensive Midfield,5
9,3895266,2,Left Back,Left Attacking Midfield,8
9,3895266,2,Left Back,Left Back,10
9,3895266,2,Left Back,Off T,1
9,3895266,2,Left Back,Right Center Back,2
9,3895266,2,Left Back,Blocked,1
9,3895266,2,Left Back,Right Wing Back,1
9,3895266,2,Left Back,Center Forward,1
9,3895266,2,Left Back,Right Wing,2
9,3895266,2,Left Center Back,Left Defensive Midfield,6
9,3895266,2,Left Center Back,Right Wing Back,2
9,3895266,2,Left Center Back,Right Center Back,8
9,3895266,2,Left Center Back,Left Wing Back,7
9,3895266,2,Left Center Back,Right Defensive Midfield,8
9,3895266,2,Left Center Back,Left Attacking Midfield,2
9,3895266,2,Left Center Back,Left Center Back,7
9,3895266,2,Left Center Back,Right Attacking Midfield,2
9,3895266,2,Left Center Back,Center Forward,3
9,3895266,2,Left Center Back,Saved,1
9,3895266,2,Right Back,Left Defensive Midfield,3
9,3895266,2,Right Back,Center Back,2
9,3895266,2,Right Back,Right Attacking Midfield,5
9,3895266,2,Right Back,Left Attacking Midfield,10
9,3895266,2,Right Back,Right Defensive Midfield,9
9,3895266,2,Right Back,Right Center Back,9
9,3895266,2,Right Back,Right Wing,2
9,3895266,2,Center Attacking Midfield,Left Defensive Midfield,10
9,3895266,2,Center Attacking Midfield,Right Defensive Midfield,14
9,3895266,2,Center Attacking Midfield,Right Attacking Midfield,2
9,3895266,2,Center Attacking Midfield,Right Center Back,1
9,3895266,2,Center Attacking Midfield,Blocked,1
9,3895266,2,Center Attacking Midfield,Left Wing Back,5
9,3895266,2,Center Attacking Midfield,Right Wing Back,3
9,3895266,2,Center Attacking Midfield,Center Forward,3
9,3895266,2,Center Attacking Midfield,Left Back,10
9,3895266,2,Center Attacking Midfield,Right Wing,2
9,3895266,2,Center Attacking Midfield,Goal,1
9,3895266,2,Left Wing,Left Center Back,2
9,3895266,2,Left Wing,Center Forward,3
9,3895266,2,Left Wing,Left Defensive Midfield,8
9,3895266,2,Left Wing,Left Attacking Midfield,8
9,3895266,2,Left Wing,Left Back,1
9,3895266,2,Left Wing,Left Wing Back,8
9,3895266,2,Left Wing,Off T,1
9,3895266,2,Left Wing,Center Back,1
9,3895266,2,Left Wing,Wayward,1
9,3895266,2,Left Wing,Right Wing,2
9,3895266,2,Right Wing,Left Attacking Midfield,2
9,3895266,2,Right Wing,Left Center Back,1
9,3895266,2,Right Wing,Right Defensive Midfield,12
9,3895266,2,Right Wing,Right Center Back,2
9,3895266,2,Right Wing,Right Wing Back,3
9,3895266,2,Right Wing,Left Defensive Midfield,4
9,3895266,2,Right Wing,Center Forward,1
9,3895266,2,Right Wing,Saved,1
9,3895266,2,Right Wing,Left Back,2
9,3895266,2,Right Wing,Left Wing Back,3
9,3895266,2,Goalkeeper,Right Defensive Midfield,3
9,3895266,2,Goalkeeper,Left Defensive Midfield,1
9,3895266,2,Goalkeeper,Right Center Back,1
9,3895266,2,Goalkeeper,Center Back,1
10,3895275,1,Left Defensive Midfield,Left Wing Back,5
10,3895275,1,Left Defensive Midfield,Left Attacking Midfield,13
10,3895275,1,Left Defensive Midfield,Right Defensive Midfield,18
10,3895275,1,Left Defensive Midfield,Center Back,8
10,3895275,1,Left Defensive Midfield,Left Center Back,12
10,3895275,1,Left Defensive Midfield,Center Forward,2
10,3895275,1,Left Defensive Midfield,Right Center Back,6
10,3895275,1,Left Defensive Midfield,Goalkeeper,1
10,3895275,1,Left Defensive Midfield,Right Attacking Midfield,2
10,3895275,1,Left Defensive Midfield,Right Wing Back,2
10,3895275,1,Left Defensive Midfield,Saved,1
10,3895275,1,Left Wing Back,Left Center Back,11
10,3895275,1,Left Wing Back,Left Defensive Midfield,5
10,3895275,1,Left Wing Back,Left Attacking Midfield,8
10,3895275,1,Left Wing Back,Center Forward,4
10,3895275,1,Left Wing Back,Right Wing Back,1
10,3895275,1,Left Wing Back,Center Back,2
10,3895275,1,Left Center Back,Center Forward,1
10,3895275,1,Left Center Back,Left Defensive Midfield,15
10,3895275,1,Left Center Back,Right Defensive Midfield,7
10,3895275,1,Left Center Back,Left Attacking Midfield,9
10,3895275,1,Left Center Back,Center Back,15
10,3895275,1,Left Center Back,Left Wing Back,10
10,3895275,1,Left Center Back,Right Center Back,3
10,3895275,1,Left Center Back,Right Attacking Midfield,2
10,3895275,1,Left Center Back,Off T,1
10,3895275,1,Left Attacking Midfield,Right Wing Back,5
10,3895275,1,Left Attacking Midfield,Goal,1
10,3895275,1,Left Attacking Midfield,Right Center Back,4
10,3895275,1,Left Attacking Midfield,Center Forward,6
10,3895275,1,Left Attacking Midfield,Left Defensive Midfield,9
10,3895275,1,Left Attacking Midfield,Left Center Back,4
10,3895275,1,Left Attacking Midfield,Left Wing Back,3
10,3895275,1,Left Attacking Midfield,Right Attacking Midfield,3
10,3895275,1,Left Attacking Midfield,Center Back,4
10,3895275,1,Left Attacking Midfield,Right Defensive Midfield,7
10,3895275,1,Right Center Back,Goalkeeper,3
10,3895275,1,Right Center Back,Right Wing Back,7
10,3895275,1,Right Center Back,Center Forward,3
10,3895275,1,Right Center Back,Right Defensive Midfield,12
10,3895275,1,Right Center Back,Left Center Back,4
10,3895275,1,Right Center Back,Center Back,10
10,3895275,1,Right Center Back,Left Defensive Midfield,9
10,3895275,1,Right Center Back,Left Attacking Midfield,1
10,3895275,1,Right Center Back,Right Attacking Midfield,2
10,3895275,1,Goalkeeper,Right Wing Back,1
10,3895275,1,Goalkeeper,Center Back,4
10,3895275,1,Goalkeeper,Left Center Back,6
10,3895275,1,Goalkeeper,Right Center Back,2
10,3895275,1,Right Wing Back,Right Center Back,6
10,3895275,1,Right Wing Back,Center Back,1
10,3895275,1,Right Wing Back,Center Forward,1
10,3895275,1,Right Wing Back,Left Defensive Midfield,2
10,3895275,1,Right Wing Back,Left Attacking Midfield,2
10,3895275,1,Right Wing Back,Right Defensive Midfield,1
10,3895275,1,Right Wing Back,Off T,1
10,3895275,1,Right Wing Back,Right Attacking Midfield,1
10,3895275,1,Center Forward,Right Attacking Midfield,2
10,3895275,1,Center Forward,Left Defensive Midfield,1
10,3895275,1,Center Forward,Right Defensive Midfield,2
10,3895275,1,Center Forward,Right Center Back,1
10,3895275,1,Center Forward,Left Attacking Midfield,3
10,3895275,1,Center Forward,Saved,1
10,3895275,1,Right Attacking Midfield,Left Wing Back,4
10,3895275,1,Right Attacking Midfield,Center Forward,2
10,3895275,1,Right Attacking Midfield,Right Wing Back,2
10,3895275,1,Right Attacking Midfield,Right Center Back,4
10,3895275,1,Right Attacking Midfield,Left Center Back,2
10,3895275,1,Right Attacking Midfield,Right Defensive Midfield,1
10,3895275,1,Right Attacking Midfield,Left Defensive Midfield,2
10,3895275,1,Right Attacking Midfield,Left Attacking Midfield,1
10,3895275,1,Right Attacking Midfield,Goal,1
10,3895275,1,Right Defensive Midfield,Left Attacking Midfield,9
10,3895275,1,Right Defensive Midfield,Goalkeeper,1
10,3895275,1,Right Defensive Midfield,Right Center Back,9
10,3895275,1,Right Defensive Midfield,Right Attacking Midfield,6
10,3895275,1,Right Defensive Midfield,Left Defensive Midfield,20
10,3895275,1,Right Defensive Midfield,Center Back,4
10,3895275,1,Right Defensive Midfield,Left Center Back,9
10,3895275,1,Right Defensive Midfield,Center Forward,2
10,3895275,1,Right Defensive Midfield,Left Wing Back,1
10,3895275,1,Right Defensive Midfield,Right Wing Back,2
10,3895275,1,Center Back,Right Center Back,11
10,3895275,1,Center Back,Left Center Back,14
10,3895275,1,Center Back,Goalkeeper,2
10,3895275,1,Center Back,Left Defensive Midfield,5
10,3895275,1,Center Back,Left Attacking Midfield,3
10,3895275,1,Center Back,Right Attacking Midfield,1
10,3895275,1,Center Back,Right Defensive Midfield,13
10,3895275,1,Center Back,Off T,1
10,3895275,1,Center Back,Saved,1
10,3895275,2,Left Attacking Midfield,Left Defensive Midfield,5
10,3895275,2,Left Attacking Midfield,Left Wing Back,7
10,3895275,2,Left Attacking Midfield,Right Attacking Midfield,5
10,3895275,2,Left Attacking Midfield,Right Wing Back,2
10,3895275,2,Left Attacking Midfield,Right Defensive Midfield,3
10,3895275,2,Left Attacking Midfield,Left Center Back,3
10,3895275,2,Left Attacking Midfield,Center Back,2
10,3895275,2,Left Attacking Midfield,Center Forward,1
10,3895275,2,Left Attacking Midfield,Post,1
10,3895275,2,Left Defensive Midfield,Left Center Back,5
10,3895275,2,Left Defensive Midfield,Right Defensive Midfield,13
10,3895275,2,Left Defensive Midfield,Center Back,5
10,3895275,2,Left Defensive Midfield,Left Attacking Midfield,8
10,3895275,2,Left Defensive Midfield,Right Wing Back,3
10,3895275,2,Left Defensive Midfield,Goalkeeper,1
10,3895275,2,Left Defensive Midfield,Center Forward,1
10,3895275,2,Left Defensive Midfield,Right Center Back,3
10,3895275,2,Left Defensive Midfield,Left Wing Back,2
10,3895275,2,Left Center Back,Center Back,8
10,3895275,2,Left Center Back,Left Attacking Midfield,5
10,3895275,2,Left Center Back,Right Center Back,2
10,3895275,2,Left Center Back,Left Wing Back,8
10,3895275,2,Left Center Back,Right Defensive Midfield,5
10,3895275,2,Left Center Back,Left Defensive Midfield,3
10,3895275,2,Left Center Back,Right Attacking Midfield,1
10,3895275,2,Center Back,Right Center Back,14
10,3895275,2,Center Back,Left Center Back,7
10,3895275,2,Center Back,Left Attacking Midfield,1
10,3895275,2,Center Back,Right Wing Back,5
10,3895275,2,Center Back,Left Defensive Midfield,4
10,3895275,2,Center Back,Right Defensive Midfield,5
10,3895275,2,Center Back,Goalkeeper,2
10,3895275,2,Center Back,Right Attacking Midfield,1
10,3895275,2,Center Back,Center Forward,1
10,3895275,2,Right Center Back,Center Back,6
10,3895275,2,Right Center Back,Left Center Back,2
10,3895275,2,Right Center Back,Right Attacking Midfield,4
10,3895275,2,Right Center Back,Right Defensive Midfield,2
10,3895275,2,Right Center Back,Center Forward,3
10,3895275,2,Right Center Back,Left Defensive Midfield,6
10,3895275,2,Right Center Back,Right Wing Back,4
10,3895275,2,Right Center Back,Left Attacking Midfield,2
10,3895275,2,Left Wing Back,Left Attacking Midfield,11
10,3895275,2,Left Wing Back,Left Defensive Midfield,3
10,3895275,2,Left Wing Back,Right Wing Back,1
10,3895275,2,Left Wing Back,Right Attacking Midfield,1
10,3895275,2,Left Wing Back,Right Center Back,1
10,3895275,2,Left Wing Back,Off T,1
10,3895275,2,Left Wing Back,Left Center Back,4
10,3895275,2,Left Wing Back,Right Defensive Midfield,5
10,3895275,2,Left Wing Back,Center Forward,1
10,3895275,2,Left Wing Back,Blocked,1
10,3895275,2,Right Defensive Midfield,Left Defensive Midfield,13
10,3895275,2,Right Defensive Midfield,Center Forward,2
10,3895275,2,Right Defensive Midfield,Center Back,8
10,3895275,2,Right Defensive Midfield,Left Wing Back,5
10,3895275,2,Right Defensive Midfield,Right Attacking Midfield,1
10,3895275,2,Right Defensive Midfield,Left Attacking Midfield,3
10,3895275,2,Right Defensive Midfield,Left Center Back,2
10,3895275,2,Right Defensive Midfield,Right Wing Back,1
10,3895275,2,Right Defensive Midfield,Right Center Back,2
10,3895275,2,Right Attacking Midfield,Left Center Back,1
10,3895275,2,Right Attacking Midfield,Left Wing Back,1
10,3895275,2,Right Attacking Midfield,Blocked,3
10,3895275,2,Right Attacking Midfield,Right Wing Back,3
10,3895275,2,Right Attacking Midfield,Left Defensive Midfield,2
10,3895275,2,Right Attacking Midfield,Right Center Back,2
10,3895275,2,Right Attacking Midfield,Center Forward,1
10,3895275,2,Right Attacking Midfield,Right Defensive Midfield,1
10,3895275,2,Right Attacking Midfield,Wayward,1
10,3895275,2,Center Forward,Right Wing Back,5
10,3895275,2,Center Forward,Right Defensive Midfield,2
10,3895275,2,Center Forward,Left Attacking Midfield,4
10,3895275,2,Center Forward,Goal,1
10,3895275,2,Center Forward,Left Wing Back,2
10,3895275,2,Center Forward,Left Defensive Midfield,1
10,3895275,2,Center Forward,Right Center Back,1
10,3895275,2,Center Forward,Right Attacking Midfield,1
10,3895275,2,Right Wing Back,Right Center Back,5
10,3895275,2,Right Wing Back,Center Forward,2
10,3895275,2,Right Wing Back,Left Defensive Midfield,4
10,3895275,2,Right Wing Back,Left Wing Back,2
10,3895275,2,Right Wing Back,Right Attacking Midfield,2
10,3895275,2,Right Wing Back,Left Attacking Midfield,1
10,3895275,2,Right Wing Back,Right Defensive Midfield,1
10,3895275,2,Goalkeeper,Right Defensive Midfield,2
10,3895275,2,Goalkeeper,Left Center Back,3
10,3895275,2,Goalkeeper,Center Back,2
10,3895275,2,Goalkeeper,Center Forward,2
10,3895275,2,Goalkeeper,Right Center Back,1
10,3895275,2,Goalkeeper,Right Attacking Midfield,1
10,3895275,2,Goalkeeper,Right Wing Back,1
10,3895275,2,Left Center Midfield,Right Attacking Midfield,3
10,3895275,2,Left Center Midfield,Center Back,2
10,3895275,2,Left Center Midfield,Left Attacking Midfield,1
10,3895275,2,Left Center Midfield,Left Wing Back,1
10,3895275,2,Left Center Midfield,Saved,1
10,3895275,2,Left Center Midfield,Blocked,1
10,3895275,2,Center Defensive Midfield,Left Center Back,1
10,3895275,2,Center Defensive Midfield,Right Defensive Midfield,2
10,3895275,2,Center Defensive Midfield,Center Back,2
10,3895275,2,Center Defensive Midfield,Left Attacking Midfield,1
10,3895275,2,Center Defensive Midfield,Left Wing Back,1
10,3895275,2,Center Attacking Midfield,Left Wing Back,2
10,3895275,2,Center Attacking Midfield,Right Wing Back,1
10,3895275,2,Center Attacking Midfield,Right Defensive Midfield,3
10,3895275,2,Right Center Midfield,Wayward,1
10,3895275,2,Right Center Midfield,Left Wing Back,1
11,3895180,1,Left Defensive Midfield,Right Center Back,5
11,3895180,1,Left Defensive Midfield,Right Defensive Midfield,14
11,3895180,1,Left Defensive Midfield,Center Back,4
11,3895180,1,Left Defensive Midfield,Right Attacking Midfield,6
11,3895180,1,Left Defensive Midfield,Right Wing Back,5
11,3895180,1,Left Defensive Midfield,Left Attacking Midfield,8
11,3895180,1,Left Defensive Midfield,Left Center Back,8
11,3895180,1,Left Defensive Midfield,Left Wing Back,2
11,3895180,1,Left Defensive Midfield,Goalkeeper,1
11,3895180,1,Right Center Back,Left Center Back,3
11,3895180,1,Right Center Back,Right Attacking Midfield,5
11,3895180,1,Right Center Back,Right Defensive Midfield,6
11,3895180,1,Right Center Back,Left Attacking Midfield,3
11,3895180,1,Right Center Back,Right Wing Back,6
11,3895180,1,Right Center Back,Left Defensive Midfield,10
11,3895180,1,Right Center Back,Center Back,3
11,3895180,1,Right Center Back,Center Forward,1
11,3895180,1,Left Center Back,Right Defensive Midfield,8
11,3895180,1,Left Center Back,Goalkeeper,5
11,3895180,1,Left Center Back,Left Defensive Midfield,9
11,3895180,1,Left Center Back,Left Wing Back,2
11,3895180,1,Left Center Back,Right Attacking Midfield,2
11,3895180,1,Left Center Back,Right Center Back,1
11,3895180,1,Left Center Back,Center Back,5
11,3895180,1,Left Center Back,Left Attacking Midfield,5
11,3895180,1,Right Defensive Midfield,Right Center Back,6
11,3895180,1,Right Defensive Midfield,Center Back,13
11,3895180,1,Right Defensive Midfield,Goalkeeper,3
11,3895180,1,Right Defensive Midfield,Left Center Back,5
11,3895180,1,Right Defensive Midfield,Left Attacking Midfield,10
11,3895180,1,Right Defensive Midfield,Left Wing Back,3
11,3895180,1,Right Defensive Midfield,Left Defensive Midfield,7
11,3895180,1,Right Defensive Midfield,Right Wing Back,1
11,3895180,1,Right Defensive Midfield,Right Attacking Midfield,2
11,3895180,1,Right Defensive Midfield,Center Forward,2
11,3895180,1,Right Attacking Midfield,Right Wing Back,11
11,3895180,1,Right Attacking Midfield,Center Back,1
11,3895180,1,Right Attacking Midfield,Left Defensive Midfield,6
11,3895180,1,Right Attacking Midfield,Left Center Back,3
11,3895180,1,Right Attacking Midfield,Right Center Back,5
11,3895180,1,Right Attacking Midfield,Center Forward,1
11,3895180,1,Right Attacking Midfield,Right Defensive Midfield,4
11,3895180,1,Right Attacking Midfield,Left Attacking Midfield,4
11,3895180,1,Right Attacking Midfield,Left Wing Back,1
11,3895180,1,Goalkeeper,Center Back,3
11,3895180,1,Goalkeeper,Center Forward,4
11,3895180,1,Goalkeeper,Left Center Back,4
11,3895180,1,Goalkeeper,Right Defensive Midfield,2
11,3895180,1,Goalkeeper,Right Center Back,3
11,3895180,1,Goalkeeper,Left Attacking Midfield,1
11,3895180,1,Center Back,Right Defensive Midfield,7
11,3895180,1,Center Back,Right Attacking Midfield,4
11,3895180,1,Center Back,Goalkeeper,4
11,3895180,1,Center Back,Left Defensive Midfield,6
11,3895180,1,Center Back,Right Wing Back,5
11,3895180,1,Center Back,Right Center Back,7
11,3895180,1,Center Back,Left Center Back,4
11,3895180,1,Center Back,Center Forward,1
11,3895180,1,Center Back,Left Wing Back,1
11,3895180,1,Left Wing Back,Center Back,2
11,3895180,1,Left Wing Back,Left Attacking Midfield,6
11,3895180,1,Left Wing Back,Left Center Back,4
11,3895180,1,Left Wing Back,Center Forward,1
11,3895180,1,Left Wing Back,Left Defensive Midfield,4
11,3895180,1,Left Wing Back,Right Wing Back,2
11,3895180,1,Left Wing Back,Right Attacking Midfield,1
11,3895180,1,Left Wing Back,Post,1
11,3895180,1,Left Attacking Midfield,Center Forward,10
11,3895180,1,Left Attacking Midfield,Right Attacking Midfield,8
11,3895180,1,Left Attacking Midfield,Left Defensive Midfield,4
11,3895180,1,Left Attacking Midfield,Left Wing Back,4
11,3895180,1,Left Attacking Midfield,Right Wing Back,5
11,3895180,1,Left Attacking Midfield,Left Center Back,2
11,3895180,1,Left Attacking Midfield,Right Defensive Midfield,4
11,3895180,1,Left Attacking Midfield,Right Center Back,1
11,3895180,1,Right Wing Back,Right Defensive Midfield,4
11,3895180,1,Right Wing Back,Left Defensive Midfield,3
11,3895180,1,Right Wing Back,Center Forward,4
11,3895180,1,Right Wing Back,Left Attacking Midfield,6
11,3895180,1,Right Wing Back,Right Attacking Midfield,6
11,3895180,1,Right Wing Back,Left Wing Back,1
11,3895180,1,Right Wing Back,Goalkeeper,1
11,3895180,1,Right Wing Back,Right Center Back,3
11,3895180,1,Center Forward,Right Attacking Midfield,2
11,3895180,1,Center Forward,Left Attacking Midfield,2
11,3895180,1,Center Forward,Goal,1
11,3895180,1,Center Forward,Center Back,1
11,3895180,1,Center Forward,Right Wing Back,1
11,3895180,2,Left Wing Back,Left Defensive Midfield,5
11,3895180,2,Left Wing Back,Left Center Back,9
11,3895180,2,Left Wing Back,Right Defensive Midfield,2
11,3895180,2,Left Wing Back,Center Forward,1
11,3895180,2,Left Wing Back,Saved,1
11,3895180,2,Left Wing Back,Post,1
11,3895180,2,Left Wing Back,Left Wing Back,1
11,3895180,2,Left Wing Back,Left Attacking Midfield,1
11,3895180,2,Left Wing Back,Right Wing Back,1
11,3895180,2,Left Defensive Midfield,Center Forward,4
11,3895180,2,Left Defensive Midfield,Left Attacking Midfield,9
11,3895180,2,Left Defensive Midfield,Right Defensive Midfield,15
11,3895180,2,Left Defensive Midfield,Left Center Back,10
11,3895180,2,Left Defensive Midfield,Right Center Back,5
11,3895180,2,Left Defensive Midfield,Right Attacking Midfield,6
11,3895180,2,Left Defensive Midfield,Goalkeeper,2
11,3895180,2,Left Defensive Midfield,Right Wing Back,2
11,3895180,2,Left Defensive Midfield,Center Back,7
11,3895180,2,Left Defensive Midfield,Left Wing Back,2
11,3895180,2,Left Defensive Midfield,Left Defensive Midfield,1
11,3895180,2,Center Back,Right Defensive Midfield,6
11,3895180,2,Center Back,Right Center Back,7
11,3895180,2,Center Back,Left Center Back,4
11,3895180,2,Center Back,Left Defensive Midfield,9
11,3895180,2,Center Back,Goalkeeper,4
11,3895180,2,Center Back,Right Wing Back,2
11,3895180,2,Center Back,Right Attacking Midfield,3
11,3895180,2,Center Back,Left Attacking Midfield,2
11,3895180,2,Center Back,Left Wing Back,2
11,3895180,2,Right Defensive Midfield,Left Center Back,9
11,3895180,2,Right Defensive Midfield,Right Attacking Midfield,8
11,3895180,2,Right Defensive Midfield,Left Defensive Midfield,13
11,3895180,2,Right Defensive Midfield,Center Back,8
11,3895180,2,Right Defensive Midfield,Left Attacking Midfield,6
11,3895180,2,Right Defensive Midfield,Left Wing Back,5
11,3895180,2,Right Defensive Midfield,Right Center Back,5
11,3895180,2,Right Defensive Midfield,Right Wing Back,3
11,3895180,2,Right Defensive Midfield,Goalkeeper,2
11,3895180,2,Right Defensive Midfield,Center Forward,2
11,3895180,2,Right Defensive Midfield,Off T,1
11,3895180,2,Left Center Back,Right Wing Back,1
11,3895180,2,Left Center Back,Left Wing Back,5
11,3895180,2,Left Center Back,Left Defensive Midfield,13
11,3895180,2,Left Center Back,Left Attacking Midfield,3
11,3895180,2,Left Center Back,Center Forward,2
11,3895180,2,Left Center Back,Right Center Back,3
11,3895180,2,Left Center Back,Right Defensive Midfield,12
11,3895180,2,Left Center Back,Center Back,6
11,3895180,2,Left Center Back,Goalkeeper,4
11,3895180,2,Left Center Back,Off T,1
11,3895180,2,Right Wing Back,Right Attacking Midfield,5
11,3895180,2,Right Wing Back,Right Defensive Midfield,4
11,3895180,2,Right Wing Back,Center Forward,3
11,3895180,2,Right Wing Back,Left Defensive Midfield,2
11,3895180,2,Right Wing Back,Goal,1
11,3895180,2,Right Wing Back,Left Attacking Midfield,4
11,3895180,2,Right Wing Back,Center Back,1
11,3895180,2,Right Wing Back,Right Center Back,3
11,3895180,2,Right Wing Back,Left Wing Back,1
11,3895180,2,Right Wing Back,Goalkeeper,2
11,3895180,2,Right Attacking Midfield,Right Wing Back,13
11,3895180,2,Right Attacking Midfield,Left Center Back,2
11,3895180,2,Right Attacking Midfield,Right Defensive Midfield,4
11,3895180,2,Right Attacking Midfield,Left Defensive Midfield,2
11,3895180,2,Right Attacking Midfield,Center Forward,3
11,3895180,2,Right Attacking Midfield,Center Back,4
11,3895180,2,Right Attacking Midfield,Right Center Back,8
11,3895180,2,Right Attacking Midfield,Left Attacking Midfield,3
11,3895180,2,Right Attacking Midfield,Left Wing Back,1
11,3895180,2,Goalkeeper,Right Attacking Midfield,1
11,3895180,2,Goalkeeper,Left Center Back,3
11,3895180,2,Goalkeeper,Center Back,2
11,3895180,2,Goalkeeper,Center Forward,3
11,3895180,2,Goalkeeper,Right Defensive Midfield,5
11,3895180,2,Goalkeeper,Right Center Back,1
11,3895180,2,Goalkeeper,Left Defensive Midfield,1
11,3895180,2,Left Attacking Midfield,Left Defensive Midfield,6
11,3895180,2,Left Attacking Midfield,Center Back,1
11,3895180,2,Left Attacking Midfield,Left Wing Back,2
11,3895180,2,Left Attacking Midfield,Off T,1
